# quest_id,title,description,objectives_text,reward_text,reward_xp,reward_gold,reward_item1,reward_item2,prev_quest,min_level,kill_obj1_display,kill_obj1_count,kill_obj2_display,kill_obj2_count,kill_obj3_display,kill_obj3_count,kill_obj4_display,kill_obj4_count,creature_entry,poi_x,poi_y
942,The Absent Minded Prospector,"This fossil bears a striking resemblance to one I once saw in Ironforge. An archaeologist by the name of Flagongut brought it to our annual Explorers' League conference. He believed the fossil had a power which could be unlocked somehow.

Last I heard Flagongut had holed up in the Deepwater Tavern in Menethil Harbor, awaiting escort to the Whelgar Excavation Site. Seek him out and show him Remtravel's fossil. Perhaps he can reveal the secrets of the past.

Good luck findin' your way there!",,"Oh my! You say this came from the distant lands of Kalimdor?

Amazing! Simply amazing!",850,0,0,0,741,15,0,0,0,0,0,0,0,0,2912,-3814.0,-838.0
943,The Absent Minded Prospector,"Prospector Whelgar now holds the original fossil at his site in the Wetlands. When I discovered the Stone of Relu, I believed it to be the key to unlocking the mystery of the fossil.

While I traveled on the road to meet Whelgar, I was attacked by raptors and the relic was lost. I don't know which one of the mottled beasts swallowed the relic but if you can retrieve it, I can unleash the power of these artifacts.

Bring me both the Stone of Relu, and the original fossil he holds.",Return to Archaeologist Flagongut at Menethil Harbor in Wetlands.,"Most excellent, $N!

Now to see if I can use the stone to decipher the powers of the fossils.",1020,0,0,0,942,15,0,0,0,0,0,0,0,0,2911,-3313.0,-1923.0
944,The Master's Glaive,"It is strange that the naga are here, in Darkshore. But stranger still...are the Twilight's Hammer. That cult worships the old, old lords of the earth. Lords defeated long ago.

The Master's Glaive, to the south, is a place where such an old lord fell.

Go there and look for more Twilight's Hammer cultists.

Take this phial of scrying. Use it to create a scrying bowl after searching the Master's Glaive. Then speak to me through the bowl.",Return to Scrying Bowl.,"The Twilight's Hammer is at the Master's Glaive?

Unfortunate.

The old lord impaled by the glaive is long dead, but that does not mean slivers of his power do not still remain.

The Twilight's Hammer must be seeking this power.",510,0,0,0,948,12,0,0,0,0,0,0,0,0,3616,4508.0,313.0
945,Therylune's Escape,"Help!

I was wandering around the Master's Glaive, and these dirty cultists surrounded me. Lucky I'm good at hiding!!

Can you help me out of here? And I need to send word to my sister Therysil that I'm all right. She's in Ashenvale to the south, at the Shrine of Aessina.",Return to Therysil.,"My sister was where?? Therylune doesn't mind getting herself dirty, but still! That's a long way to wander, and the Master's Glaive is an unwholesome place...

Well thank you, $N. It was very nice of you to let me know she's all right.",850,1000,0,0,0,10,0,0,0,0,0,0,0,0,3584,4524.0,263.0
946,<UNUSED>,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
947,Cave Mushrooms,"I am devising a potion that requires rare mushrooms, mushrooms that grow only in a certain cave. The cave lies behind Cliffspring Falls, to the east and slightly north along the mountains.

I would go there myself, but I was advised by the Grove of the Ancients to stay away from that place. Our venerable allies sense that the cave is the hiding place for a new evil in Darkshore.

Please, $N, gather the mushrooms for me. And while doing so, scout the cave to confirm the Ancients' fears.",Return to Barithras Moonshade at Auberdine in Darkshore.,"Many thanks, $N. These mushrooms are fine specimens!

And when you were at Cliffspring Falls, did you find anything to confirm the warnings of the Ancients?

The Ancients are wise, but I had hoped that, this time, they were wrong.",850,900,5610,4605,0,12,0,0,0,0,0,0,0,0,3583,6858.0,-795.0
948,Onu,"Onu, an Ancient of Lore at the Grove of the Ancients, knows of your journey to Cliffwater Falls and wishes to speak with you. The grove lies to the south, nestled near the mountains.

The Ancients are patient and wise, $N. But if Onu seeks your counsel concerning what you saw in the falls, then I fear it is urgent.",,"$N. You are here.

Good.

We have matters...to discuss. You and I.",510,0,0,0,947,12,0,0,0,0,0,0,0,0,3583,5002.0,89.0
949,The Twilight Camp,"The Twilight's Hammer's purpose at the Master's Glaive is not known. But it must be dark.

Search through their camp at the Glaive... Search for some thing that may teach us their intentions.

For we must learn their intentions before a plan is made.",,"This book is hand printed in an ancient language, and illustrated by a master artist.",850,900,0,0,944,12,0,0,0,0,0,0,0,0,0,4576.0,417.0
950,Return to Onu,"Peering into the Twilight Tome is maddening. Text begins to swim and dance after only a moment's glance, and once beautiful scrollwork twists into grotesque shapes.

Tearing away one page of insane scribbles is all that is possible before a swoon overtakes you.",,"A chaotic, primal magic surrounds this parchment of scribbles. I sense the work of the old ones in it.

Let us hope it reveals the purpose of the Twilight's Hammer in Darkshore...",680,700,0,0,949,12,0,0,0,0,0,0,0,0,0,5002.0,89.0
951,Mathystra Relics,"The parchment you found at the Master's Glaive is a page from an ancient text...written by elves! It is heavily cursed and tainted by the corruption of the Twilight's Hammer, but it seems the cult is using ancient elven magic to bring their old masters back to our world.

Travel to the ruins of Mathystra to the northeast, and search for ancient relics among the grass and broken stones. Through their study, we may divine how the Twilight's Hammer intends to exploit the magic of the elves.",Return to Onu at Twilight Vale in Darkshore.,"Thank you. These relics are from a time when Mathystra shone. That once great bastion of the elves has faded, but shards of its magic remain. Let us hope we can unlock the secrets of that place before our enemies...

Be vigilant, $N.",1020,0,0,0,950,12,0,0,0,0,0,0,0,0,3616,7395.0,-1123.0
952,Grove of the Ancients,"If you had enough time to run messages for the Oracle Tree, then I'm sure that I can press you into service to deliver a message to the Grove of the Ancients in Darkshore, due south of Auberdine.

You will most likely have to secure transport on a hippogryph, but I have faith enough in you that you can manage that. Take this to Onu, the Ancient of Lore. He has been awaiting word from me, even as I waited for news from the Oracle Glade.",,"Ah. Thank you, $N. It is strange, though. The Arch Druid always seems in such a hurry. The forest knows that all shall come to pass in the appointed time. Shan'do Stormrage understood that.",850,0,0,0,940,6,0,0,0,0,0,0,0,0,3516,5002.0,89.0
953,The Fall of Ameth'Aran,"To the east you will find the ruins of Ameth'Aran. It is now inhabited by the restless spirits of the Highborne that once dwelt within its walls, but once it was a place where the servants of Azshara freely practiced their powerful magics.

I was sent to explore the ruins and came across two large tablets, scrawled with the stories of Ameth'Aran and its fall. While I read the runes, I was accosted by the spirits, and fled.

Please, if you can, venture to the ruins and decipher the tablets in my place.",Return to Sentinel Tysha Moonblade at Ameth'Aran in Darkshore.,"We have few records from the time around the War of the Ancients, especially near the destruction of the Well of Eternity. Given the upheaval and cataclysmic events that were taking place, it is no big surprise.

Thank you, $N. With your help, my work here is finished, and I will be able to deliver a full report to the Circle.",850,500,0,0,0,9,0,0,0,0,0,0,0,0,3639,5771.0,106.0
954,Bashal'Aran,"The ruins of Bashal'Aran to the east are overrun with demonic minions. The sprites and satyrs that have taken up residence in the area feed upon the magical energies of the area, their powers growing from continued exposure.

Even with that, I have noticed that there is one shrine they will not approach. On the western side of the ruins, atop a small bluff, a strange blue aura permeates... There must be an explanation to the demons' reluctance.

I would like you to investigate it.",,"Ahh... To what could I possibly owe the exceedingly special honor of a $r such as yourself as company. Truly it says much of my current companions--with no offense to my hosts, the noble grells and satyrs--that your presence could be considered an improvement.

But please, do not let my uncivil tongue drive you from the place. It has indeed been many years, decades even, since I had civil accompaniment.",680,0,0,0,0,7,0,0,0,0,0,0,0,0,3649,6749.0,49.0
955,Bashal'Aran,"If I were to relate the story of my life, I have no doubt it would surpass the limits of your patience. Let us say that mine has been a long and painful life, and this spectral form is perhaps the worst torment of all.

I am held here by the means of magic. Though my words may seem disingenuous, I assure you I would be grateful beyond words if you would help me find the means of my imprisonment. A seal binds me, and by examining the earpieces of the sprites and grells, I may find a trace of it.",Return to Asterion at Mist's Edge in Darkshore.,"Indeed... The grells of Bashal'Aran do not possess that which I am searching... however they have come into contact with it recently. Recently... I would reckon that by your time, not mine. Recent for me stretches into the veil of the past, almost another Age...",850,0,0,0,954,7,0,0,0,0,0,0,0,0,3650,6732.0,-220.0
956,Bashal'Aran,"If the grells have come into close contact with the seal that binds my eternal prison, I suspect I know the cause. No doubt the seal has come into the possession of the satyr that lead them.

I feel strongly that this must be true, $n. One of the satyr must surely possess it. If you can obtain it, you would bring me so close to passing the bars of my prison that tears would come to my eyes.",Return to Asterion at Mist's Edge in Darkshore.,"It... it is hard for me to even believe that what I hold now is that which has held me for so long. Let us waste no time, $N. When the seal is destroyed, I might walk the forests of the earth freely again.",850,0,0,0,955,7,0,0,0,0,0,0,0,0,3650,6712.0,-200.0
957,Bashal'Aran,"It was the craft of one of the most powerful of the Highborne that created the seal that formed my prison. In Ameth'Aran, the ruins to the south that are twin to these, persists even today an ancient flame, blue in color. In this flame this seal could be destroyed.

Be wary in the ruins, $n...",Return to Asterion at Mist's Edge in Darkshore.,"I am freed, $N! I can now see with my own eyes the changes that have come to our world... Only bits and pieces have I known. To think that when I last walked freely, the Well still stood and the Highborne held court with Azshara, our beloved queen.

I sense that my jailor, my former master, Athrikus, still lives... Already my feelings of hopelessness will give way into thoughts of vengeance.",680,0,0,0,956,7,0,0,0,0,0,0,0,0,3650,5634.0,166.0
958,Tools of the Highborne,"$C. A task I would ask of you.

Have you seen the ruins of Ameth'Aran? If not, you will find them on the eastern side of the main road, some ways to the south. Once they were the home of many powerful Highborne, now they are a testament to the destruction their dabblings produced.

I have been told by the Sentinels that the spirits of the Highborne persist, and that they wield their ancient magical implements. Those relics must be appropriated, so that we might destroy them.",Return to Thundris Windweaver at Auberdine in Darkshore.,"Though it is surely a figment of my imagination, I feel as though I can almost feel the taint of foul Highborne magic upon them. I will have these destroyed, so that their long dormant evil might never be released again.",850,500,5612,0,0,9,0,0,0,0,0,0,0,0,3649,5689.0,57.0
959,Trouble at the Docks,"Oops!

Had a little mishap, as you can see! The morning cargo shipment from Booty Bay was huge. Huge I say! Never seen so many crates. Well, I was trying to expedite things so I started unloading a bit more than I could handle. That's when everything came tumbling down.

Before I knew what was going on, I saw that menace, Mad Magglish, go running off with a bottle of 99-year-old port. Chased him all the way to Wailing Caverns. No way I was going in there.

Maybe you're brave enough to find him?",Return to Crane Operator Bigglefuzz at Ratchet in the Barrens.,"Superb! And just as I was about to lose my job too! I will see to it that Gazlowe gets this gift immediately.

Thank you, $N. Nicely done, I say!",850,1000,0,0,0,14,0,0,0,0,0,0,0,0,3665,-659.0,-2008.0
960,Onu is meditating,,,,0,0,5251,0,0,1,0,0,0,0,0,0,0,0,0,5002.0,89.0
961,Onu is meditating,,,"The finding of Twilight's Hammer cultists is troubling. I must meditate on their intentions...

When you have more information, speak to me through a scrying bowl. If you require a phial of scrying in order to create a bowl, then...here is another.",0,0,5251,0,0,1,0,0,0,0,0,0,0,0,3616,5002.0,89.0
962,Serpentbloom,"The Royal Apothecary Society, based in the great Undercity of Lordaeron, has sent me here for a very specific service, $n. Perhaps you wish to aid me, and in turn The Dark Lady in our efforts to advance the Forsaken.

Recently I studied a rare specimen of flora named Serpentbloom. I believe in greater quantities this herb has great potential.

Unfortunately Serpentbloom can only be found in the darkest recesses of the Wailing Caverns, a dangerous cave system located in the Barrens.",Return to Apothecary Zamah in Mulgore.,"Ah, splendid specimens. You have done well, $N.",850,1000,10919,0,0,14,0,0,0,0,0,0,0,0,3419,-669.0,-2345.0
963,For Love Eternal,"In the aftermath of the battles at the Well of Eternity, I heard that Ameth'Aran had been destroyed, its people dead, including my love, Anaya.

I would never have thought, thousands of years later, that memories of Anaya would still haunt my dreams. Wandering the woods of Darkshore in a stupor, I found myself in the ruins of Ameth'Aran... where I saw the haunted spirit of my beloved.

She must be freed, but I lack the heart to do it. Her spirit must be destroyed.",Return to Cerellean Whiteclaw at Mist's Edge in Darkshore.,"Thank you, $N. Perhaps it would have been better... if I had done it myself. But even after these thousands of years, I could not bear to raise my hand against my beloved.

Please, I would be alone with my grief...",680,0,5611,0,0,11,0,0,0,0,0,0,0,0,3644,5760.0,190.0
965,The Tower of Althalaxx,"Hail, young $r. I am Elissa Starbreeze, and it is my charge to protect Auberdine from harm.

To this end, I sent Balthule Shadowstrike to observe the strange happenings around the Tower of Althalaxx to the northeast.

It is past time that he should have returned. I worry that he has encountered some unforeseen danger in the forest. I would be most appreciative if you would find him and see that he is doing well.",,"Elissa sent you? Then it is good tidings you bring. I have troubling news to report to her, and had no means with which to deliver it.",510,0,0,0,0,13,0,0,0,0,0,0,0,0,3657,7247.0,-659.0
966,The Tower of Althalaxx,"A group of warlocks has taken up residence around and inside the tower. I would have returned to Auberdine to report to Elissa earlier, but I was afraid that I might miss something while I was away.

Delgren suspected such a company might be gathering at the tower, but did not know why.

A few scraps of parchment that the warlocks carry have found their way to my hands, but I need more to complete the puzzle. I warn you not to venture into the tower, however, the warlocks there are much more powerful!",Return to Balthule Shadowstrike in Darkshore.,"Many thanks, $N. This should shed some light on this warlocks' gathering...

Hmm... the Cult of the Dark Strand... I have never heard of this group before. Having no knowledge of their history, it is all but impossible to say what their plans must be.

There is no more time to delay. Warning must be delivered to Delgren immediately.",850,1000,0,0,965,13,0,0,0,0,0,0,0,0,3661,7215.0,-849.0
967,The Tower of Althalaxx,"My master, Delgren the Purifier, is a paladin who has graciously offered his assistance in defending our forests from the forces of the demons and undead. He has taught me much about the Holy Light and the art of battle.

Delgren must know of the cult's operations immediately.

You will find him far south of here at Maestra's Post in Ashenvale Forest. Be swift, I fear the Dark Strand's threat grows with each passing hour.",,"If you don't mind my saying, you seem a bit well-equipped for a messenger, hm? I suppose Balthule wanted to be certain that his letter reached my hands. Let's see what he has to say...

This is disturbing news. When undead or demonic forces are found, I help the Sentinels destroy them.

At first I was unaccustomed to the manners of the night elves, but I have grown to respect them greatly as allies.",680,0,0,0,966,13,0,0,0,0,0,0,0,0,3661,3185.0,189.0
968,The Powers Below,"Although terribly worn and scratched, the title of this book can still be read upon its cover:

The Powers Below

Inside the book is a listing of unpronounceable names with foreboding titles, methods of worship, and preferred sacrifices...many of which include living, humanoid creatures.

On the inside cover of the book are the words: \""Bonegrip's Runes and Dooms, The Forlorn Cavern, Ironforge. Proprietor: Gerrig Bonegrip.\""

If Bonegrip sells books like this, perhaps he'll buy this one back.",,"Ah, a copy of The Powers Below. An interesting text, this is. And some might find it useful...

But this one's in sad shape. And look here! There are notes in the margin of almost every page!

Hm...I know this copy. I sold it to Bolgar last year. Are you...a friend of his? Yes, I thought you were. You have that same fire behind your eyes!

Well, by definition, a friend of Bolgar's is a friend of mine. And we take care of our own, yes?",1020,0,0,0,0,10,0,0,0,0,0,0,0,0,0,-4599.0,-1115.0
970,The Tower of Althalaxx,"Balthule's letter is dire. This Cult of the Dark Strand is a thorn in my side that must be removed. I have been dealing with some of the Dark Strand scum northeast of here at Ordil'Aran. One of their number possesses a soul gem that I believe holds the secret to the cult's power.

Bring it to me, and I will be able to decipher the secrets held within.",Return to Delgren the Purifier at Maestra's Post in Ashenvale.,"Hmm, some dark magic enchants this soulstone. Let's see what's trapped inside, shall we?",850,0,0,0,967,13,0,0,0,0,0,0,0,0,3663,3550.0,-179.0
971,Knowledge in the Deeps,"As you might know, I collect lore. Old lore. Powerful lore. Lore that opens doorways, and lore that can awaken Those Who Sleep.

There are rumors of an old piece of lore, the Lorgalis Manuscript, at the bottom of Blackfathom Deeps in Ashenvale. That place is the old dwelling of long-dead elves. Elves who held great knowledge before their city fell to ruin.

Search Blackfathom Deeps for the manuscript. Do this, and I will not forget it. Not even after ... the end days.",Return to Gerrig Bonegrip in Dun Morogh.,"You found the manuscript! What a joyous day this is! Copies will be made and distributed, and the ancient knowledge of Lorgalis will finally be known to my brothers and sisters!

Your service to us is more than you know, $N. But I hope that this gift shows you the gratitude we extend to our allies.",1200,0,6743,0,0,19,0,0,0,0,0,0,0,0,2786,-4599.0,-1115.0
972,Water Sapta,,,"Take the water sapta and find the corrupted pool of water in Silverpine, $N. I have great faith in your abilities.",0,0,6637,0,220,20,0,0,0,0,0,0,0,0,5901,-1345.0,-4048.0
973,The Tower of Althalaxx,"Ilkrud Magthrull. Yes, I have knowledge of him. He is a powerful orc warlock that makes his residence at the Fire Scar Shrine, a place of great evil in southwestern Ashenvale.

He had been little more than an annoyance until now, and I had not dealt with him, but it seems that his time has come.",Return to Delgren the Purifier at Maestra's Post in Ashenvale.,"It was a grand thing you did today, $N. You should be quite proud of yourself for having faced down a warlock of such power.

Now, let's see what we can learn from Ilkrud's writings.",850,0,0,0,970,13,0,0,0,0,0,0,0,0,3663,2340.0,242.0
976,Supplies to Auberdine,"Delgren has asked me to deliver messages and supplies to Sentinel Starbreeze in Auberdine, but I am loathe to leave on my own. Dangerous foes operate in the forest, and I do not wish to risk letting these supplies and information fall into the wrong hands.

If you and others could act as my guards, I could leave now. With your protection, I have no doubt that we can see these goods safely to Auberdine.",Return to Delgren the Purifier at Maestra's Post in Ashenvale.,"You have done well today, $c. The items we sent to aid Auberdine will be of immediate use in dealing with the dark threats that infest the forest.

Take these with my heartfelt thanks.",1200,5000,0,0,973,19,0,0,0,0,0,0,0,0,4484,3185.0,189.0
981,The Tower of Althalaxx,"For all the work that you have done, you deserve to be well rewarded. Return to Delgren and tell him that Athrikus Narassin lies stilled by your hand, and the Cult of the Dark Strand is beaten and scattered.",,"I knew you would be up to the task, $N.

I sense great deeds before you, and that you will right many of the wrongs that plague our lands. Bear my blessings, $N, as well as this gift.",850,0,0,0,1143,13,0,0,0,0,0,0,0,0,3661,3185.0,189.0
982,"Deep Ocean, Vast Sea","Off the coast of Darkshore to our north are two wrecked ships - the Silver Dawning and the Mist Veil. Some time ago, both ships ran afoul of the blasted murlocs as they sailed across the vast sea into Auberdine. They now lie at the bottom of the ocean as trophies for those fiends.

Both captains didn't make it out that night, and their logs and other effects are still below in lockboxes. I'd like for you to recover them for us; it would mean a lot to the crew members still around these parts.",Return to Gorbold Steelhand at Auberdine in Darkshore.,"You've done us here in Auberdine a great service, lad. We'll make sure that their effects are properly taken care of.

As for you, please have this. It is the least I can do for someone with the bravery to set things right.",850,1800,0,0,0,13,0,0,0,0,0,0,0,0,6301,7076.0,437.0
983,Buzzbox 827,"Hey! Help me with my latest invention, the buzzbox. You can talk to people far away!

Maybe you've already seen them, they're boxes with levers on them. The only problem is they need constant maintenance.

Each one suffers from a different problem, but I made a really smart decision. I placed each one near creatures that have the proper parts to fix that particular machine. Right now Buzzbox 827 is on the fritz. It's just south of Auberdine, real close. It takes 6 Crawler Legs to fix it. I'll pay ya...",Return to Buzzbox 827 at Auberdine in Darkshore.,"As you place the Crawler Legs inside the machine, you hear gears begin to grind. Judging from the banging sounds coming from the Buzzbox, you believe the Crawler Legs are being put in their proper place. Soon the machine begins to hum, and you hear a tiny voice calling out from within.

\""Hello? Uhh... Hello! You fixed it! This is Wizbang by the way! Thanks a lot... Hey, you wouldn't want to fix another one, would ya?\""",850,350,0,0,0,7,0,0,0,0,0,0,0,0,3666,5384.0,519.0
984,How Big a Threat?,"Some of my brethren were rescued from a corrupt furbolg in Teldrassil, and I've vowed to stop any more atrocities before more of our kind are injured... or worse.

I have seen a couple hints of corruption in Darkshore already, but I have yet to find any widespread signs. I think it would be logical if the investigation continued with the furbolgs. Would you find one of their camps, and return to me if you see any signs of corruption?",Return to Terenthis at Auberdine in Darkshore.,"This is terrible news indeed, $N.

With the furbolgs this close to Auberdine, we will have to prepare ourselves for the inevitable.

Thank you, $N.",680,0,0,0,0,10,0,0,0,0,0,0,0,0,3693,5980.0,263.0
985,How Big a Threat?,"You've already proven adept at scouting our enemy, $N. Do you have what it takes to fight them as well?

Not all adventurers prefer straightforward combat to the art of stealth and evasion.

If you think you're up for the task, then the furbolg camp south of Auberdine is currently the biggest threat to our people. You'll find some of the Blackwood tribe there. Kill 8 pathfinders and 5 windtalkers, and return to me here.",Return to Terenthis at Auberdine in Darkshore.,"Wash the blood from your garments, $N, and do not mourn what you had to do. Instead, give thanks. You have lessened the threat to our people here in Auberdine, even if Darkshore is still in jeopardy from the effects of fel moss.",850,0,0,0,984,10,1010,8,6820,5,0,0,0,0,3693,5874.0,307.0
986,A Lost Master,"$N, your skills have already helped me in my endeavor. Could I impose on you again to help Grimclaw and his master Volcor? In addition, I can craft you a magical cloak that will allow you to walk unhindered by Darkshore's creatures while you look for him.

To create the cloak, I'll need five fine moonstalker pelts from a moonstalker sire or matriarch to have enough material. The cats can be found near Wildbend River to the south, or even farther south near Ashenvale.",Return to Terenthis at Auberdine in Darkshore.,"These will do nicely, $N. I shall set to work on the cloak immediately.

Give me a few moments, then return to me.

Oh, one more thing: after you've used the enchantment on the cloak you'll be limited in your interactions with others. If you can help it, do no more than speak to others. Much more than that could dispel the illusion.",850,0,0,0,985,10,0,0,0,0,0,0,0,0,3693,4765.0,-7.0
988,<UNUSED>,"I noticed the cloak you are wearing,$N. If you'd be willing to sacrifice it,I can renew its magics,and use it to escape. The problem with that,though,is you'll be left here in the cave alone.

Are you able to make it out of here on your own if we choose that course?

I can assure you that Terenthis will reward you for aiding me,if that is your concern.

The choice is yours,but I could really use your help.",Return to Volcor in Felwood.,,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4608.0,-6.0
989,<UNUSED>,"If we decide to fight our way out,the plan is simple: we'll make our way down to the road and kill any furbolgs that get in our way... or anything else that decides it wants to stop us.

I wish there was another way,but sooner or later the furbolg threat would have to be dealt with. Better it be by our own hands,so we know the job is done.

Take a moment to prepare any magic or weapons you have at your disposal,then speak to me again.",,,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4608.0,-6.0
990,Trek to Ashenvale,"$N, my mistress, Raene Wolfrunner, awaits you in the city of Astranaar within Ashenvale. With your help, perhaps we can at least ease some of the corruption that's taken hold there.

Head south from here and stay close to the road--you'll find your way there without issue if you follow those directions.",,"Ah, a $c from Darkshore. Selarin has done well to send you here so quickly, $N. I wish your trip here wasn't under such dire stress. Perhaps with your help we can improve matters.

I would start my visit by speaking to the other citizens of Astranaar. Some could surely use your aid.",340,0,0,0,0,15,0,0,0,0,0,0,0,0,3694,2767.0,-412.0
991,Raene's Cleansing,"$N, a longtime friend of mine is also aiding the Sentinels here in Ashenvale, but he has yet to return.

He had leads on finding an item that he thought could slow the furbolg attacks on our people--a rod created by a now-dead, evil wizard.

Before he left here, he mentioned seeking out a gem for the rod.

He mentioned the gem possibly being hidden at the shrine in Lake Falathim at the base of the mountain to the west. The gem was being held there before it was overrun.

Find my friend, $N, please.",,"Teronis' body lies broken atop the island. For some unknown reason, the murlocs have left it alone.

The deep slashes across his corpse obviously came from the weapons and claws of the murlocs.",850,0,0,0,0,18,0,0,0,0,0,0,0,0,3691,3046.0,529.0
993,A Lost Master,"The cloak is complete, $N. The time has come to find Volcor. I can only hope we are in time.

The cloak's magic, once invoked, will not last long; perhaps five minutes. It will be up to you to know when to use it: I would suggest waiting until you find Grimclaw.

If what he has told me is true, you will find his master in a cave south of here. Grimclaw will be alongside the road waiting for you. Signal to him by waving when you see him, and he'll point the way towards his master.",,"Wonderful! Terenthis found someone to help me.

And look. a moonstalker cloak...<cough> Oh... that hurts. Thank you, $N.

The furbolgs wounded me before I managed to evade them. Give me a moment, and I should be fine to talk some more.",510,0,0,0,986,10,0,0,0,0,0,0,0,0,3693,4608.0,-6.0
994,Escape Through Force,"All right, $N, force it is. Let's get out of here as soon as you're ready. We'll fight our way down to the road--Grimclaw should still be there. Once there, we can part ways.

Terenthis will want to hear your version of the story immediately, so head to Auberdine after we make it out of here.",Return to Terenthis at Auberdine in Darkshore.,$N! I'm pleased to see you've returned successfully. Your assistance to Volcor has given me faith that we can overcome the challenges facing us here in Darkshore and beyond.,850,1400,5609,0,993,10,0,0,0,0,0,0,0,0,3692,4774.0,210.0
995,Escape Through Stealth,"All right then... if you're sure, we'll sneak out of here. Let us leave when you're ready.

Remember, after you've escaped, meet Terenthis back in Auberdine. I'll head there on my own since I'll probably be moving faster than you.",Return to Terenthis at Auberdine in Darkshore.,$N! I'm pleased to see you've returned successfully. Your assistance to Volcor has given me faith that we can overcome the challenges facing us here in Darkshore and beyond.,510,600,6659,0,993,10,0,0,0,0,0,0,0,0,3692,6435.0,363.0
997,Denalan's Earth,"Are you heading to the south? To Lake Al'Ameth? If so, then I have a task I might ask of you...

My colleague Denalan has a camp along the eastern end of the lake, where he is studying and experimenting on the plant life of Teldrassil. He requested a package of rare earths from Darnassus and it was late, only recently arriving here in Dolanaar.

Can you take the package to him?",,"Ah, it's here! I have waited for this rare earth for quite some time. I hope it's still fresh...

Thank you for bringing it to me, $N. You are a $R who is generous with $Ghis:her; time.",510,50,0,0,0,4,0,0,0,0,0,0,0,0,2083,9507.0,714.0
999,When Dreams Turn to Nightmares,,,,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,-135.0,125.0
1001,Buzzbox 411,"A tiny voice crackles from deep within the machine.

\""Wizbang here! The next Buzzbox is north of Auberdine, on the beach

So, that Buzzbox is number 411 and it needs 3 Thresher Eyes for its repairs. They're just off the coast! The darkshore threshers... *Hic*... Sorry about that...

Just like last time, when you give the Buzzbox the goods, it'll spit out your reward. *Hic*... What? No, I'm fine!\""",Return to Buzzbox 411 at Mist's Edge in Darkshore.,"The Buzzbox hums to life soon after you place the Thresher Eyes inside. There is a moment of static before you hear a familiar tiny voice call out.

\""Crawler wine is the best...\"" *hic*

\""What? Oh, you fixed it already? Wow, you're a fasht one. Sho, would ya like to fix another?\""

You believe you hear a liquid being poured into a cup, followed by loud gulping sounds.",1020,1000,0,0,983,7,0,0,0,0,0,0,0,0,0,7118.0,317.0
1002,Buzzbox 323,"The Buzzbox gives a burst of static as you hear Wizbang begin to speak.

\""The next Buzzbox is number 323. Ish north of Auberdine but... where's the ale? Wha? Oh, ish on the road sho ya shouldn't have trouble finding it near the bridge.\""

Wizbang mumbles something incoherent before you hear a loud gulping sound.

\""Thish one needs Moonstalker Fangs... 6 of 'em.\""",Return to Buzzbox 323 at Cliffspring River in Darkshore.,"The Buzzbox suddenly leaps into action, and you can hear the distinct sounds of teeth being ground to dust coming from within.

\""Sho, ya made it! Thatsh exshellent newsh... Sho... Why doncha move along? Oh! Unless you want another job!\""",850,600,0,0,1001,7,0,0,0,0,0,0,0,0,0,7260.0,-418.0
1003,Buzzbox 525,"Over the boiling noises and dripping sounds coming from the machine, you hear Wizbang's wavering voice call out.

\""Nexsht onesh far south down the road. Shouldn't be hard to find... jusht off to the shide... near a fensh. I think I hid it in shum bushesh... Bushessh. Hehehe... Yesh, Buzzbox 525 takes grizzled scalps from thoshe grizzled thistle bears. Boy thash a mouthful. Grizzshled... Hehehe...\""

You hear more gulping sounds as the machine cuts out. Then, suddenly, it bursts back to life.

\""4!\""",Return to Buzzbox 525 at Twilight Shore in Darkshore.,"\""Sho yash gotsh the scalps in? That'sh sho great... Wha? Well, yesh I shuppose ya have realized that I can speaksh to ya without the materials in the machine. But I was telling the truth when I shaid they were broken!

See, in addition to being communimacation toolsh, the Buzzboxes also brew and distill fine liquor. Shorry for any deceptshion, but the nightelves do not apprecimerate my liquor trade in their townsh. I put shomething special in thish box to show my gratitude for yer effortsh. Enjoy!\""",850,800,2082,11846,1002,7,0,0,0,0,0,0,0,0,0,4765.0,-7.0
1005,What Lurks Beyond,,,,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0
1006,What Lies Beyond,,,,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0
1007,The Ancient Statuette,"I would charge you with a task, $N.

I was on my small vessel, skimming over the submerged ruins of Zoram, when naga attacked me, surging from the water and tearing at me with their claws! I fled, carrying what supplies I could to make this meager camp.

But when I reached the shore and ran... my prized possession was lost.

Please, $N, find the site of my ambush, along the coast to the north, and search for an ancient statuette. It is the reason I have braved the dangers of the Zoram Strand.",Return to Talen in Ashenvale.,"You found it! Thank you, $N!

The old city of Zoram holds many secrets, and this statuette may be the key to many of them.",680,900,0,0,0,19,0,0,0,0,0,0,0,0,3846,3880.0,881.0
